prompt,source url,query,published_time,modified_time,author
What’s your first impression?,https://www.sheknows.com/health-and-wellness/slideshow/2611427/journal-prompts-mindfulness/,mindfulness journaling prompts,"October 26, 2022 at 3:18pm EDT",n/a,Brianne Hogan
What’s my biggest pet peeve?,https://fromsarahjolie.com/mindfulness-journal-prompts/,mindfulness journaling prompts,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Sarah Jolie
Make a list of 5 things you want to accomplish tomorrow.,https://www.trvst.world/mind-body/mindfulness-journal-prompts/,mindfulness journaling prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Jennifer Okafor
How strongly do you identify with these thoughts and emotions?,https://thewell-beingcafe.com/27-mindfulness-journal-prompts/,mindfulness journaling prompts,"Jul 1, 2023",n/a,Ruth
"As you watch this closely, can you see that this emotion and sensation is self-created as a response to a particular thought?",https://thewell-beingcafe.com/27-mindfulness-journal-prompts/,mindfulness journaling prompts,"Jul 1, 2023",n/a,Ruth
How frequently do you usually learn anything new?,https://brahmas.co/blog/mindful-journal-prompts/,mindfulness journaling prompts,"December 4, 2023",n/a,Mekhala
List 3 things that you love.,https://goalsnplans.com/mindfulness-journal-prompts/,mindfulness journaling prompts,"November 23, 2020","January 19, 2021",n/a
What activities you spend most time on daily?,https://goalsnplans.com/mindfulness-journal-prompts/,mindfulness journaling prompts,"November 23, 2020","January 19, 2021",n/a
I want to remember...,https://sageandbloom.co/a-simple-journal-prompt-for-mindfulness/,mindfulness journaling prompts,2020-07-01T00:00:00Z,2020-07-01T00:00:00Z,Sage and Bloom
"... my father’s extensive sanitisation protocol to protect the family / all my favourite childhood dishes that my mom is making nearly everyday / the pleasure of eating fish cooked in typical Bengali style / the simplicity of my parents’ daily routine / the sense of accomplishment I feel when I realise I’ve not had a drop of cola for over a month now / the squirrels which keep running past the window, forever searching for food...",https://sageandbloom.co/a-simple-journal-prompt-for-mindfulness/,mindfulness journaling prompts,2020-07-01T00:00:00Z,2020-07-01T00:00:00Z,Sage and Bloom
... that Chloe Ting’s workouts are brutal but effective / the rain showers that would invariably start whenever we hung out bedsheets to air-dry / that sometimes a little distance is necessary to protect loved ones / how unexpectedly I fell in love with The Babysitter’s Club reboot on Netflix / the evening aarti that my parents do without fail every single day / how much they love and appreciate any dish that I prepare for them...,https://sageandbloom.co/a-simple-journal-prompt-for-mindfulness/,mindfulness journaling prompts,2020-07-01T00:00:00Z,2020-07-01T00:00:00Z,Sage and Bloom
"What is one emotion I felt today, and how did it influence my emotion?",https://thedefinedlife.com/29-journaling-prompts-for-mindfulness/,mindfulness journaling prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Abby
I can’t wait to…,https://www.robynmariecoaching.com/wp-content/uploads/2023/05/50-Mindfulness-Journal-Prompts.pdf,mindfulness journaling prompts,n/a,n/a,n/a
My body feels…,https://www.robynmariecoaching.com/wp-content/uploads/2023/05/50-Mindfulness-Journal-Prompts.pdf,mindfulness journaling prompts,n/a,n/a,n/a
My top 3 favorite books are…,https://www.robynmariecoaching.com/wp-content/uploads/2023/05/50-Mindfulness-Journal-Prompts.pdf,mindfulness journaling prompts,n/a,n/a,n/a
My favorite quote is…,https://www.robynmariecoaching.com/wp-content/uploads/2023/05/50-Mindfulness-Journal-Prompts.pdf,mindfulness journaling prompts,n/a,n/a,n/a
I had the best time when I was...,https://www.robynmariecoaching.com/wp-content/uploads/2023/05/50-Mindfulness-Journal-Prompts.pdf,mindfulness journaling prompts,n/a,n/a,n/a
Meditation for Writing | Guided Meditation Script,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
How to Write Positive Affirmations and Practice Them,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
Emotional Journaling,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
10 Mindfulness Journal Prompts to Boost Self-Awareness,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
The Magic of I Am Affirmations: Boosting Your Confidence,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
What is a Daily Gratitude Journal and Why Should You Have One,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
The Power of Mindful Journaling,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
Guided Meditation Script on Mindful Journaling,https://mindfulnessexercises.com/top-journaling-prompts/,mindfulness journaling prompts,"March 17, 2025","February 13, 2024",Mindfulness Exercises
"Find exercises that you can do anytime in just a few minutes, like power posing, mindful eating, and mindful walking.",https://www.amazon.com/Mindfulness-Journal-Teens-Prompts-Practices/dp/1646112830,mindfulness journaling prompts,"December 10, 2019",n/a,Jennie Marie Battistin MA LMFT
Practice keeping calm and staying positive,https://www.amazon.com/Mindfulness-Journal-Teens-Prompts-Practices/dp/1646112830,mindfulness journaling prompts,"December 10, 2019",n/a,Jennie Marie Battistin MA LMFT
"Have kids choose one object in the room. Encourage them to hyperfocus on the object. Look at it and think about it for a few minutes. What does it look like? What colors does it have? Is it bumpy or smooth? How does it move? What is it used for? What makes it special? After the mindful focus activity, have students write about their object and sketch a picture.",https://www.thepathway2success.com/mindfulness-journal-ideas-you-can-try-today/,mindfulness journaling prompts,2020-01-01T00:00:00Z,2023-10-01T00:00:00Z,Pathway 2 Success
Read powerful words from a variety of figures that encourage you to find your strength and face your fears.,https://www.amazon.com/Mindfulness-Journal-Teens-Prompts-Practices/dp/1646112830,mindfulness journaling prompts,"December 10, 2019",n/a,Jennie Marie Battistin MA LMFT
"Have students draw a shape on their journal page. It can be any shape, such as a shape or a triangle. Students can even draw lines that wave up and down. Then, have students trace the lines of the shape with their finger or pencil as they breathe in and out. Afterward, students can write about the activity and describe how it made them feel.",https://www.thepathway2success.com/mindfulness-journal-ideas-you-can-try-today/,mindfulness journaling prompts,2020-01-01T00:00:00Z,2023-10-01T00:00:00Z,Pathway 2 Success
"Encourage kids to just close their eyes and think about how they feel. Consider every sensation in your body and thought that pops into your mind. Rather than judging those feelings, let them be. Notice them and recognize them. Then, have learners write about how they are feeling and thinking. As a simple alternative, you can have learners give colors to their emotions as they draw.",https://www.thepathway2success.com/mindfulness-journal-ideas-you-can-try-today/,mindfulness journaling prompts,2020-01-01T00:00:00Z,2023-10-01T00:00:00Z,Pathway 2 Success
"Explain to students that they will be practicing mindfulness by coloring. Discuss that they will be coloring, breathing, and just letting thoughts pass through their minds. Note that you can play soothing music while students color to support a calming atmosphere.",https://www.thepathway2success.com/mindfulness-journal-ideas-you-can-try-today/,mindfulness journaling prompts,2020-01-01T00:00:00Z,2023-10-01T00:00:00Z,Pathway 2 Success
Discover something new about your thought patterns.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Release any judgments you have about yourself today.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Inquire within about what truly matters to you.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Immerse yourself in a creative activity and journal the experience.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Align your actions with your values and reflect on this process.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Venture into your thoughts about the future without fear or anxiety.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Rekindle a sense of wonder about the world in your writing.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Generate a list of things that help you stay present.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Kindle a sense of curiosity about a topic and explore your thoughts.,https://ottosjournal.com/mindfulness-journaling-prompts/,mindfulness journaling prompts,"February 4, 2024","February 4, 2024",BenBen
Give a brief summary of the day,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
"Words of wisdom, quotes for the day",https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
Self-reflection: 1 thing I am grateful for today,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
"Rate my mood for the day 1-10 (1 being horrible, 10 being amazing)",https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
What mental health symptoms presented? Do I know the trigger? How did I manage them?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
I feel…,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
I'm grateful for...,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
Happiness is…,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
Love is…,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
Life is…,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
How do these things make me feel?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
How can I cultivate those habits? Is this realistic? How can I make it more realistic?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
"Write about the weather. How does it make you feel, physically and emotionally? Write about the events of your day or week. Write about your hopes and dreams. Write about your personal relationships. Write about things that make you happy and sad and hopeful and angry. Write about things you read.",https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
How do I get to the question I need to ask?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
"Or better, how can I find the time to journal?",https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
How do I release resentment?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
How do I release and give up anger?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
How do I feel?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
What is the best way to give up fear?,https://www.quora.com/What-are-the-most-useful-journal-prompts-for-mental-health,mindfulness journaling prompts,4y,4y,Shanon Page
